delivery_id,step,arc_id,u,v,length_km,risk,variable_cost,is_tunnel_edge,lat_u,lon_u,lat_v,lon_v
3,35,508424,262471605,13395269812,0.022806,0.058187,0.022863,False,52.5290983,13.4097146,52.5292834,13.4098598
3,36,508428,13395269812,26753165,0.006974,0.052545,0.006991,False,52.5292834,13.4098598,52.52934,13.4099042
3,37,508426,26753165,13395269811,0.002702,0.054296,0.002709,False,52.52934,13.4099042,52.5293619,13.4099215
3,38,508422,13395269811,7924161543,0.036165,0.052349,0.036256,False,52.5293619,13.4099215,52.5296551,13.4101529
3,39,167672,7924161543,26753142,0.021181,0.052863,0.021234,False,52.5296551,13.4101529,52.5298268,13.4102885
3,40,146011,26753142,262471294,0.003631,0.054639,0.00364,False,52.5298268,13.4102885,52.5298568,13.4103097
3,41,146009,262471294,27484568,0.027321,0.05333,0.027389,False,52.5298568,13.4103097,52.5300741,13.4104982
3,42,-1,27484568,262471682,0.168168,0.567704,0.168588,False,52.5300741,13.4104982,52.5312084,13.4121386
3,43,-1,262471682,1838613291,0.160556,0.641317,0.160957,False,52.5312084,13.4121386,52.5325946,13.4127531
3,44,-1,1838613291,1838613312,0.390788,1.035965,0.391765,False,52.5325946,13.4127531,52.5360791,13.4125359
3,45,-1,1838613312,1838613313,0.212414,0.569393,0.212945,False,52.5360791,13.4125359,52.5379872,13.4123906
3,46,-1,1838613313,1838613334,0.241567,0.646061,0.242171,False,52.5379872,13.4123906,52.5401589,13.4123427
3,47,-1,1838613334,29123047,0.095628,0.396389,0.095867,False,52.5401589,13.4123427,52.5410188,13.4123227
3,48,-1,29123047,1838613384,0.050282,0.532652,0.050408,False,52.5410188,13.4123227,52.5414707,13.4123287
3,49,-1,1838613384,1838613404,0.186292,0.529762,0.186758,False,52.5414707,13.4123287,52.5431437,13.4124748
3,50,-1,1838613404,29123050,0.142445,0.538942,0.142801,False,52.5431437,13.4124748,52.5444158,13.412702
3,51,-1,29123050,10258456769,0.099859,0.136948,0.100108,False,52.5444158,13.412702,52.5453027,13.412934
3,52,-1,10258456769,1838489920,0.263535,0.424177,0.264194,False,52.5453027,13.412934,52.5476415,13.4135639
3,53,-1,1838489920,5339762638,0.326308,0.93129,0.327124,False,52.5476415,13.4135639,52.5505599,13.4140678
3,54,323733,5339762638,5339762637,0.016789,0.089068,0.016831,False,52.5505599,13.4140678,52.5507099,13.4140961
3,55,-1,5339762637,1585633288,0.076985,0.289666,0.077177,False,52.5507099,13.4140961,52.5513986,13.4142126
3,56,234716,1585633288,1838467119,0.076937,0.071314,0.07713,False,52.5513986,13.4142126,52.5520863,13.414338
3,57,-1,1838467119,1838467127,0.08207,0.218922,0.082275,False,52.5520863,13.414338,52.5528183,13.4144926
3,58,-1,1838467127,29150075,0.088065,0.50883,0.088285,False,52.5528183,13.4144926,52.5536018,13.4146659
3,59,-1,29150075,5024937411,0.021222,0.219275,0.021275,False,52.5536018,13.4146659,52.5537907,13.4147107
3,60,308262,5024937411,29150076,0.008622,0.072617,0.008644,False,52.5537907,13.4147107,52.5538675,13.4147283
3,61,-1,29150076,29420123,0.076462,0.380091,0.076653,False,52.5538675,13.4147283,52.5545492,13.4148748
3,62,22044,29420123,1380718860,0.056988,0.079788,0.05713,False,52.5545492,13.4148748,52.5550596,13.4147985
3,63,-1,1380718860,29420121,0.12293,0.162857,0.123237,False,52.5550596,13.4147985,52.5561604,13.4146304
3,64,-1,29420121,29420120,0.105834,0.154284,0.106099,False,52.5561604,13.4146304,52.5571089,13.4145004
3,65,-1,29420120,29420119,0.083102,0.428843,0.08331,False,52.5571089,13.4145004,52.5578116,13.4140886
3,66,-1,29420119,292149898,0.087392,0.280715,0.08761,False,52.5578116,13.4140886,52.5585477,13.4136356
3,67,-1,292149898,28794059,0.052981,0.27761,0.053113,False,52.5585477,13.4136356,52.5588786,13.4130736
3,68,-1,28794059,1594454204,0.029134,0.206561,0.029207,False,52.5588786,13.4130736,52.5587007,13.4127705
3,69,182505,1594454204,5952146581,0.047326,0.067879,0.047444,False,52.5587007,13.4127705,52.5587128,13.4120707
3,70,182503,5952146581,11359806705,0.003998,0.068664,0.004008,False,52.5587128,13.4120707,52.5587141,13.4120116
3,71,182501,11359806705,5325708371,0.131495,0.066639,0.131824,False,52.5587141,13.4120116,52.5587534,13.4100675
3,72,182499,5325708371,13311049582,0.026408,0.063981,0.026474,False,52.5587534,13.4100675,52.5587619,13.4096771
3,73,488990,13311049582,11359806684,0.018345,0.063531,0.018391,False,52.5587619,13.4096771,52.5587678,13.4094059
3,74,488988,11359806684,5420440684,0.005026,0.06428,0.005039,False,52.5587678,13.4094059,52.5587695,13.4093316
3,75,182509,5420440684,11359806700,0.055899,0.062724,0.056039,False,52.5587695,13.4093316,52.5592719,13.4093607
3,76,182507,11359806700,1594434385,0.015666,0.06296,0.015705,False,52.5592719,13.4093607,52.5594127,13.4093688
3,77,182455,1594434385,5325708372,0.151083,0.06245,0.151461,False,52.5594127,13.4093688,52.5594548,13.4071349
3,78,182453,5325708372,1594459680,0.007419,0.059626,0.007438,False,52.5594548,13.4071349,52.5594569,13.4070252
3,79,182529,1594459680,11359806696,0.006893,0.059506,0.00691,False,52.5594569,13.4070252,52.5595188,13.4070306
3,80,182527,11359806696,11359806721,0.075809,0.058958,0.075999,False,52.5595188,13.4070306,52.5601996,13.4070903
3,81,182525,11359806721,29422090,0.014554,0.059014,0.01459,False,52.5601996,13.4070903,52.5603303,13.4071017
3,82,226004,29422090,11359806719,0.017117,0.058937,0.01716,False,52.5603303,13.4071017,52.5603367,13.4068487
3,83,226002,11359806719,1751610242,0.074172,0.058379,0.074357,False,52.5603367,13.4068487,52.5603644,13.4057524
3,84,226000,1751610242,1751610243,0.04379,0.056784,0.043899,False,52.5603644,13.4057524,52.5603763,13.4051049
3,85,225998,1751610243,1751610245,0.048842,0.055811,0.048964,False,52.5603763,13.4051049,52.5603896,13.4043827
3,86,225996,1751610245,1751610247,0.044453,0.054746,0.044564,False,52.5603896,13.4043827,52.5604017,13.4037254
3,87,225994,1751610247,11359806767,0.019011,0.053889,0.019058,False,52.5604017,13.4037254,52.5604069,13.4034443
3,88,225992,11359806767,29422108,0.014689,0.053534,0.014726,False,52.5604069,13.4034443,52.5604109,13.4032271
3,89,225989,29422108,29422085,0.037075,0.053045,0.037168,False,52.5604109,13.4032271,52.5607443,13.4032207
3,90,220999,29422085,11360026326,0.004773,0.053697,0.004785,False,52.5607443,13.4032207,52.5607765,13.4032674
3,91,221001,11360026326,5943788485,0.031832,0.05335,0.031912,False,52.5607765,13.4032674,52.5609913,13.4035787
3,92,221003,5943788485,13311029842,0.045212,0.057135,0.045325,False,52.5609913,13.4035787,52.561291,13.4040307
3,93,488945,13311029842,11360024646,0.008299,0.054349,0.00832,False,52.561291,13.4040307,52.561346,13.4041137
3,94,488947,11360024646,29422086,0.007506,0.054504,0.007524,False,52.561346,13.4041137,52.5613907,13.4041969
3,95,22355,29422086,11360024647,0.007752,0.054487,0.007771,False,52.5613907,13.4041969,52.561441,13.4041175
3,96,22353,11360024647,1147129642,0.039387,0.053929,0.039486,False,52.561441,13.4041175,52.5616966,13.4037141
3,97,22351,1147129642,13305019010,0.062917,0.053183,0.063074,False,52.5616966,13.4037141,52.562106,13.4030716
3,98,487209,13305019010,268593200,0.012029,0.052321,0.012059,False,52.562106,13.4030716,52.5621843,13.4029488
3,99,487207,268593200,29428744,0.006173,0.052423,0.006188,False,52.5621843,13.4029488,52.5622334,13.4029062
3,100,487254,29428744,11388367668,0.006178,0.052336,0.006193,False,52.5622334,13.4029062,52.562216,13.4028194
3,101,487256,11388367668,13305027880,0.015352,0.051826,0.01539,False,52.562216,13.4028194,52.5621986,13.4025941
3,102,487252,13305027880,13305027881,0.096645,0.051281,0.096886,False,52.5621986,13.4025941,52.5620893,13.4011757
3,103,91744,13305027881,11388373380,0.003216,0.050455,0.003224,False,52.5620893,13.4011757,52.5620857,13.4011285
3,104,91746,11388373380,27199843,0.006759,0.04973,0.006775,False,52.5620857,13.4011285,52.5620781,13.4010293
3,105,487379,27199843,11388373376,0.006829,0.049582,0.006846,False,52.5620781,13.4010293,52.5621394,13.4010232
3,106,487377,11388373376,268594075,0.041703,0.049051,0.041807,False,52.5621394,13.4010232,52.5625139,13.40099
3,107,487375,268594075,13305040282,0.158774,0.048763,0.159171,False,52.5625139,13.40099,52.5639395,13.4008571
3,108,487373,13305040282,6547136858,0.017987,0.048153,0.018032,False,52.5639395,13.4008571,52.564101,13.400842
3,109,487371,6547136858,13305040281,0.001914,0.050836,0.001919,False,52.564101,13.400842,52.5641182,13.4008408
3,110,263009,13305040281,11388373390,0.029862,0.047901,0.029937,False,52.5641182,13.4008408,52.5643865,13.4008214
3,111,263007,11388373390,774686263,0.005966,0.048528,0.005981,False,52.5643865,13.4008214,52.5644401,13.4008175
3,112,263005,774686263,11388373388,0.006813,0.048368,0.00683,False,52.5644401,13.4008175,52.5645013,13.4008127
3,113,263003,11388373388,11039905357,0.121118,0.047667,0.121421,False,52.5645013,13.4008127,52.5655893,13.4007273
3,114,263001,11039905357,11039905347,0.001681,0.051182,0.001685,False,52.5655893,13.4007273,52.5656044,13.4007261
3,115,262999,11039905347,27199840,0.00826,0.048383,0.008281,False,52.5656044,13.4007261,52.5656786,13.4007203
3,116,22480,27199840,11039905344,0.007522,0.048487,0.00754,False,52.5656786,13.4007203,52.5657462,13.4007163
3,117,22478,11039905344,11039905356,0.00217,0.050458,0.002175,False,52.5657462,13.4007163,52.5657657,13.4007152
3,118,22476,11039905356,1849662865,0.007208,0.048531,0.007226,False,52.5657657,13.4007152,52.5658278,13.4006846
3,119,22474,1849662865,1849662867,0.035645,0.04786,0.035734,False,52.5658278,13.4006846,52.566073,13.4003449
3,120,22472,1849662867,1849661117,0.023775,0.047586,0.023834,False,52.566073,13.4003449,52.5662335,13.4001125
3,121,22470,1849661117,9393223349,0.015446,0.047471,0.015485,False,52.5662335,13.4001125,52.5663262,13.3999423
3,122,22468,9393223349,13304932515,0.022313,0.047154,0.022369,False,52.5663262,13.3999423,52.5664605,13.399697
3,123,487149,13304932515,13304932516,0.039008,0.046753,0.039105,False,52.5664605,13.399697,52.5666953,13.3992682
3,124,487151,13304932516,13304932517,0.088676,0.046164,0.088898,False,52.5666953,13.3992682,52.567229,13.3982933
3,125,487153,13304932517,13304932518,0.010239,0.046262,0.010264,False,52.567229,13.3982933,52.5672906,13.3981807
3,126,487157,13304932518,11158593439,0.010551,0.046362,0.010577,False,52.5672906,13.3981807,52.5673541,13.3980647
3,127,487155,11158593439,27199842,0.012097,0.058685,0.012127,False,52.5673541,13.3980647,52.5674256,13.3979298
3,128,486981,27199842,1849750888,0.010953,0.046682,0.01098,False,52.5674256,13.3979298,52.5674986,13.3980386
3,129,486983,1849750888,10846672865,0.030548,0.051767,0.030625,False,52.5674986,13.3980386,52.5677004,13.3983453
3,130,365432,10846672865,1849764160,0.103204,0.048754,0.103462,False,52.5677004,13.3983453,52.5683996,13.3993495
3,131,345936,1849764160,2055786825,0.037076,0.053569,0.037168,False,52.5683996,13.3993495,52.5686514,13.3997091
3,132,345934,2055786825,3933569904,0.010123,0.050208,0.010148,False,52.5686514,13.3997091,52.5687297,13.3997855
3,133,345932,3933569904,3933569905,0.005765,0.050764,0.005779,False,52.5687297,13.3997855,52.5687687,13.3998417
3,134,345930,3933569905,7104195605,0.00931,0.050546,0.009334,False,52.5687687,13.3998417,52.5688314,13.399933
3,135,215955,7104195605,8868320634,0.012129,0.06286,0.01216,False,52.5688314,13.399933,52.5689138,13.4000506
3,136,215953,8868320634,11228599206,0.020732,0.050818,0.020783,False,52.5689138,13.4000506,52.5690532,13.4002543
3,137,215951,11228599206,29428740,0.003051,0.052544,0.003059,False,52.5690532,13.4002543,52.5690728,13.4002859
3,138,215949,29428740,11228599205,0.003507,0.05235,0.003515,False,52.5690728,13.4002859,52.5690936,13.4003249
3,139,215947,11228599205,3135890093,0.004329,0.052097,0.00434,False,52.5690936,13.4003249,52.569117,13.4003761
3,140,215945,3135890093,11228599204,0.003067,0.05271,0.003075,False,52.569117,13.4003761,52.5691317,13.4004145
3,141,215943,11228599204,5164816662,0.002679,0.053029,0.002686,False,52.5691317,13.4004145,52.5691429,13.4004496
3,142,215941,5164816662,1849718416,0.001285,0.055463,0.001288,False,52.5691429,13.4004496,52.5691482,13.4004665
3,143,469404,1849718416,11228599202,0.008647,0.051609,0.008668,False,52.5691482,13.4004665,52.5691766,13.4005856
3,144,469402,11228599202,12634194523,0.002584,0.053252,0.00259,False,52.5691766,13.4005856,52.5691822,13.4006227
3,145,469400,12634194523,11228599201,0.00168,0.05451,0.001684,False,52.5691822,13.4006227,52.5691859,13.4006468
3,146,469398,11228599201,11228599203,0.003601,0.052643,0.00361,False,52.5691859,13.4006468,52.5691914,13.4006993
3,147,469396,11228599203,2112703765,0.003397,0.052764,0.003406,False,52.5691914,13.4006993,52.5691951,13.4007492
3,148,160369,2112703765,1861546764,0.008906,0.051731,0.008928,False,52.5691951,13.4007492,52.5692026,13.4008804
3,149,160367,1861546764,4470477064,0.013203,0.051592,0.013236,False,52.5692026,13.4008804,52.5692143,13.4010748
3,150,160365,4470477064,1861546766,0.006525,0.0521,0.006541,False,52.5692143,13.4010748,52.5692225,13.4011704
3,151,160363,1861546766,3135890100,0.001535,0.055086,0.001539,False,52.5692225,13.4011704,52.5692257,13.4011925
3,152,160361,3135890100,3135890101,0.00149,0.055222,0.001493,False,52.5692257,13.4011925,52.5692303,13.4012132
3,153,469394,3135890101,11228599199,0.001493,0.055233,0.001497,False,52.5692303,13.4012132,52.5692365,13.4012328
3,154,469392,11228599199,11228599200,0.002026,0.054215,0.002031,False,52.5692365,13.4012328,52.569247,13.4012573
3,155,469390,11228599200,7125165438,0.005249,0.052499,0.005262,False,52.569247,13.4012573,52.5692799,13.401313
3,156,469388,7125165438,1821788428,0.001537,0.055277,0.001541,False,52.5692799,13.401313,52.5692899,13.4013287
3,157,480052,1821788428,3135890104,0.00693,0.052323,0.006948,False,52.5692899,13.4013287,52.5693282,13.4012478
3,158,480050,3135890104,588159325,0.007866,0.05231,0.007886,False,52.5693282,13.4012478,52.5693745,13.4011598
3,159,29917,588159325,4470477068,0.003766,0.053181,0.003775,False,52.5693745,13.4011598,52.5693973,13.4011186
3,160,29915,4470477068,30429541,0.01876,0.052123,0.018807,False,52.5693973,13.4011186,52.569507,13.4009077
